group,identity,data_sha256
ターゲット群 (星形成銀河),spec-1205-52670-614,4ed9c158de1ed9cd44f6a83d7c4c57a629b8983ac00a2bd6ae375f57c320941c
ターゲット群 (星形成銀河),spec-1230-52672-612,bf45d9a710a53d14dbccd33854ad2ff7dc92c47a73478f5b889eb3527ccf0a7f
ターゲット群 (星形成銀河),spec-1269-52937-330,ea40df9e0a84c800beee3873cd77955f72f98c11361abfda238abffddc65e977
ターゲット群 (星形成銀河),spec-1362-53050-378,e76f1dee12c08d8a3244a53fb6b292154113b34ee54c981c576b37a7a439edf1
ターゲット群 (星形成銀河),spec-1367-53083-32,2e9eb35acbaca37a766d1c8acfd22073314ecc8dd9d9fdd4287cd166db2b7335
ターゲット群 (星形成銀河),spec-1369-53089-312,cb0a2a14312b6f1aa5047b982397af6073f933f2c708a6e3f8f2e0d2f12acac3
ターゲット群 (星形成銀河),spec-1431-52992-223,0e823d7f9daabf8212e69a5faa5b865afa0206ebc9853ae589bd330c643d0a83
ターゲット群 (星形成銀河),spec-1210-52701-333,7e5281837b5e3060e1633d5111c4a8cadeeb8aa16afc5f696c41bd6ccfe3d990
ターゲット群 (星形成銀河),spec-946-52407-200,07477aabc27f202b8cf4b01c79b1b0ad8d8b0845ffd7349c0f20c812790c2a2b
ターゲット群 (星形成銀河),spec-870-52325-413,c0c1968851f1560240992f6354900ca7196661f6110f0f6a1e48af808481b6a4
ターゲット群 (星形成銀河),spec-637-52174-509,c558287f8c1530f82e6cc194e796225810e2d5fb3eb9740932dec932d51d95f7
ターゲット群 (星形成銀河),spec-1438-53054-267,90e2098eac487b17d8a75a6ee0f5a798ca68a2774face16cdbb4615f512aaa19
ターゲット群 (星形成銀河),spec-1613-53115-145,ab9b61e7612d8538243188e94551cc32b61a58edf8e75fcd53b3fa85e0c8744e
ターゲット群 (星形成銀河),spec-1667-53430-78,5082417e4d262886aa7825db881588752366f444b303e73e488810385a2b3204
ターゲット群 (星形成銀河),spec-1710-53504-471,a20f45cf528b98d80f13d6c2bb228447dc99e73e06b462f2d71fdaea2e1f5368
ターゲット群 (星形成銀河),spec-1817-53851-41,fdf76f0e58b976d2ceb3b6c5a94b71a557070cf5e160df09f46feb9fb1e071f8
ターゲット群 (星形成銀河),spec-1927-53321-526,bbd0224b669d163b7e32f5138e6d70eb5ae87ab9a09bd4b89c5991d9b96f198f
ターゲット群 (星形成銀河),spec-1993-53762-432,f77959b2142bd549a772fb4c3c3bcc02664cbef4829ca9099d59f50ef2fca8cd
ターゲット群 (星形成銀河),spec-2085-53379-237,4418395b4a53ac3f0f9c29b23fa8f52961bad383ebf1b7449bedcacc77efedd9
ターゲット群 (星形成銀河),spec-2090-53463-562,005b6e418aa50225fce096823e0d9ee0e363624105ac5782dc86b435301db92c
ターゲット群 (星形成銀河),spec-2111-53467-16,53cb6f92e94ce4037e7e7d6bbf441b6d3ff49fcb23f88da7539507c10e1892c3
ターゲット群 (星形成銀河),spec-2112-53534-74,6a237a4adf9271af2ed0f05bf89b54054d5152dcd3f178659faa30d153e3ace0
ターゲット群 (星形成銀河),spec-2121-54180-42,37d14f7899e0c83d423686a5e04dcfec5011a1f8c640e1eef369713f399c6406
ターゲット群 (星形成銀河),spec-2213-53792-473,c07ccb8df1ac122566b5bbdee1978cdd7b41f2bd3895ff59daf195b57f87d8af
ターゲット群 (星形成銀河),spec-2084-53360-373,ca9f4cfe77eea4fe1aaae7651d2540c07b77338b5cc64713a63b422806333f82
ターゲット群 (星形成銀河),spec-2083-53359-87,2ad8655a979f05f267a5b3d26248affffd70b7401345070e73676c1dbf706725
ターゲット群 (星形成銀河),spec-2024-53503-574,a8d08e86787aa7230df81929ac795b42e33741433ce36c4d704b96be94e89595
ターゲット群 (星形成銀河),spec-1998-53433-620,861f7a28be63a28128ab5091ddde9a58fc8ffb0577997b2ceed0c85d140d12ab
ターゲット群 (星形成銀河),spec-1983-53442-401,c121499c90801766099a8f95d21f254c5408d0750804dd03618ef983eb0b523d
ターゲット群 (星形成銀河),spec-1789-54259-427,3725aeba2151162d93834fa2d67d7a78a43e20a79b274890b3d0f86535c54973
ターゲット群 (星形成銀河),spec-1787-54465-103,aacd92e29a2f0d7f4f63ef8a61111d477097555b7162d4479c15382de75f863e
ターゲット群 (星形成銀河),spec-1783-53386-342,334f0a16fce1098479843bb7a3370ba53f23aada85d959ae252b18defc924ada
ターゲット群 (星形成銀河),spec-1783-53386-126,10075eb914660ea222f7ca65b8109eb7921456ecc62610f9d7327e19e45cdec3
ターゲット群 (星形成銀河),spec-1700-53502-284,2d10be3ecd103a6b97db3e831894ad4d33f7df6a84446b96af9213826fcdf66b
ターゲット群 (星形成銀河),spec-1697-53142-561,ced74d878b0e6dcf5c2108ed9f6ad10157c32980e00f39b5877f4fdcbac79566
ターゲット群 (星形成銀河),spec-2241-54169-201,a4be83d9f974d82e21155b0dc8339a49bf520bd145a59916a1bd18073d916611
ターゲット群 (星形成銀河),spec-2245-54208-114,1c4a3e20309436e5b2b8ec204f7ecb99e162f942a4f32eb0fa6de80c9d0fc540
ターゲット群 (星形成銀河),spec-2493-54115-580,b2a0e23b97331e6044f15b5c9db8a15e77d42b99ecec7cdfc649a4d59ba51d59
ターゲット群 (星形成銀河),spec-2513-54141-98,36a8941e0cf51716b003fefff2c99bfdf7d94ab73b8c85a1c072c871a4bd11eb
ターゲット群 (星形成銀河),spec-2596-54207-65,d9947fa91136455fd2ac93a63a416e5feb17193c900b119a77740e4e3d1fe9ac
ターゲット群 (星形成銀河),spec-266-51630-543,6fb434e20eb76d9a11b3ecff3d4bfcecd593fe37d7558307887c04ff875c4c96
ターゲット群 (星形成銀河),spec-267-51608-522,567d25fed747ea3c4e860d73019679c4905ff89b740c86923864ff07f78e7bc0
ターゲット群 (星形成銀河),spec-287-52023-368,fa3a79f3c505ae7b4307defa9bbff0745bfe29ee7ea0fa2ade3f4a9d738f1186
ターゲット群 (星形成銀河),spec-287-52023-574,c9c0878b58dee3ad2e606661963036d2984a9c18e45e45e0291c8c0dca83f0ea
ターゲット群 (星形成銀河),spec-331-52368-34,3eef3c190239a2fab462be370cd3ddf2af8a9c1b34a05aa1b95a6eb92449134d
ターゲット群 (星形成銀河),spec-346-51693-45,cde381c8e5747f477a0be3eb3598d1e3d5841afffd364e433a0d8ea53cd60af0
ターゲット群 (星形成銀河),spec-353-51703-578,9a52d4bf5b5a9cb363d262a5e13f64692a17e50050d486622f227b5cdf27c297
ターゲット群 (星形成銀河),spec-354-51792-103,b96c8eebd71a81aab94d7bc86c5899fb52f0fbc8ea75f5523ff05f3bff008b8e
ターゲット群 (星形成銀河),spec-354-51792-223,f9a1291afa1707aa1f5f2de5bfc437ba08aca39231c18e5c172029220f58dfb0
ターゲット群 (星形成銀河),spec-405-51816-135,4bd349063c30334992b8f0be4f42c5d0a715cdc7079f6e688e7f365b49d0d08b
ターゲット群 (星形成銀河),spec-407-51820-98,0437aacff635744a050e0b1a88aaaa32909347d0b38629dd75411a583bd57246
ターゲット群 (星形成銀河),spec-408-51821-446,9a994129364ae82ce75e5bf8bd46f66b9b82f0c5caed58dbc81c21856d38bb43
ターゲット群 (星形成銀河),spec-414-51869-141,71dafe8083155e6145f8bf76c8de951d74edd97a160a2d0ab07c72e7c3b1a525
ターゲット群 (星形成銀河),spec-414-51869-490,1094301e3d89184f56c4059f996491dbbd285e6dfdac407e2503eb2402862409
ターゲット群 (星形成銀河),spec-416-51811-487,72860a7ba9c049eab52bbf518aba9d6f29e4ff4ea437bf48486c5054a0d2deed
ターゲット群 (星形成銀河),spec-480-51989-619,21981e9e0f81a3f90b52b5b1d7028921b38364b92cab332ced69bea6cbdb1c44
ターゲット群 (星形成銀河),spec-496-51988-336,addbe04bf2577e1af7f965dd5fcc96263ca604730ba2bb6e67d79dfba438ed2d
ターゲット群 (星形成銀河),spec-514-51994-454,baafb4301a9c222d36ba5de3b51543b3e7168b96e09a9582cb0a519b9eb828a0
ターゲット群 (星形成銀河),spec-525-52295-615,8df625329fbcaeae23a7cd2c37ed82c3df94ff42fc5e27e7d9813af7d0db538e
ターゲット群 (星形成銀河),spec-526-52312-131,cf95016c19e393511a66be90650462b5d583a76110cbf17718f7204eecba71f3
ターゲット群 (星形成銀河),spec-526-52312-345,8410e26705f4de901e8d67dca056b3150e7d0bb157579b689dafc0cf36b1718d
ターゲット群 (星形成銀河),spec-597-52059-502,f9ed4b3c5c8256e58516bb8a5c551cc026a16baae295d449e3ddd301d53828d8
ターゲット群 (星形成銀河),spec-654-52146-399,3ce4a25e45f60b59967205be9a58a75d9d63cca20b35c0ef12b21dc13bb926a4
ターゲット群 (星形成銀河),spec-656-52148-489,b67cf305e22a316f24d82188c7ed8e39aa90a7b622d19564dafe80b077a0d3ce
ターゲット群 (星形成銀河),spec-656-52148-498,df31dec12f6f951013137ed927ba3d5b7adb00bfdd6a07745c9151f6e3c497d4
ターゲット群 (星形成銀河),spec-656-52148-513,66d0950b618def4de254da21eb8448f502e683bad9619c34c1de810fe84b7a1e
ターゲット群 (星形成銀河),spec-662-52147-146,3b6cb69f3e0cdc27e6cd7f720a7ec50d27d524dcafd66e8be73492ad2a7e8a65
ターゲット群 (星形成銀河),spec-750-52235-459,a4ca8969b2a2ea93229da3a42aa9dd29ac070cdbec74e780902c0cb3c77de6b5
ターゲット群 (星形成銀河),spec-840-52374-34,61baf9795b475374c4c4aa138a28c633a912ccf46c362bc9945b775f4f1f42eb
ターゲット群 (星形成銀河),spec-851-52376-193,b8623c1fcbe8b1cb87f1cfeae7df4abe4b9678b2349d0b33bdf70e73f4d39823
ターゲット群 (星形成銀河),spec-986-52443-177,75b6637f4cfaa4acb19a8b9fb51faaa24b412253f234b07f2a4105484dc225bd
ターゲット群 (星形成銀河),spec-1014-52707-527,ccbfb5297097789469bbf127eee64033d9da852fcde13a2b83e174da08c36e7f
ターゲット群 (星形成銀河),spec-1052-52466-501,525712e4fe6d7c85de007e6a3a0fcadd9d25edc57d392a94a2c9139507d59b46
ターゲット群 (星形成銀河),spec-1194-52703-483,5e0a3d62b3c06efc64ac570d41d80f4127bfa66a0023754b3b96d66b7c21226a
ターゲット群 (星形成銀河),spec-1225-52760-515,d6d39e5b5a66139414009a2a63a416c27613664b237bb523e1a5aeaa150ebdbe
ターゲット群 (星形成銀河),spec-1268-52933-256,beb4c0369bf116c695dd0c579abd02fdfc0df75d65d585c7f7f864ab77ad0e4e
ターゲット群 (星形成銀河),spec-1447-53120-95,77fadfb4d8017881df7b7525c7d0271f219f7bf9207333ef240f76317724248a
ターゲット群 (星形成銀河),spec-1588-52965-176,694693f651484095fd3067fd574aa042575f209753944d2283574391164e9590
ターゲット群 (星形成銀河),spec-1594-52992-101,a3f3b0b86964809812e4b7ac2082ab798c4622fb338792b818a57b82f175b2f2
ターゲット群 (星形成銀河),spec-1594-52992-473,5557e4d2ee10d87d959102ab06de5cb80f0207879c8ea6010939a7eda414a86a
ターゲット群 (星形成銀河),spec-1595-52999-244,0134cf222e0c4901dd6fa67c9d33571e2b380a34b369f226fe4eb609370d3ff6
ターゲット群 (星形成銀河),spec-1621-53383-48,7c1be975160cef3840f31760a08309328f36f64ab68924a31a3e97305ba98ecf
ターゲット群 (星形成銀河),spec-1623-53089-451,c164f6464e5128e252cecc490f3118cc28c355a1b92697e4ecc33fe2b46f7b92
ターゲット群 (星形成銀河),spec-1628-53474-381,81fb08e2873d624d72398d30afee564e24bf30a66ad9802709f1ec72ce92293d
ターゲット群 (星形成銀河),spec-1648-53171-384,652020c4d78fefc56828db094da2b7e6b949ad78bd557c6e73de90e4f46e9e5e
ターゲット群 (星形成銀河),spec-1706-53442-629,6af71562b133266f2adbbe4f222fe069885ce609df61d6e60945ab11259062c3
ターゲット群 (星形成銀河),spec-1722-53852-471,9ca60f861fde765a5e1a7443e8a6ffacd41db810d51a2ce856bdf9142c663678
ターゲット群 (星形成銀河),spec-1753-53383-50,d315e4b30490beaca2371ecf8ad4fb4f508d0eb78a175dd7be1a1a5f69ef2593
ターゲット群 (星形成銀河),spec-1807-54175-542,c0bff4dae79aeb5a1fbb4d3caac5dbd39c3e1e20544b892de2a89b5abd0d5157
ターゲット群 (星形成銀河),spec-1809-53792-296,d29f562153f25199d481f35bc3de9564e75b89e908dacae012144051e53d12a8
ターゲット群 (星形成銀河),spec-1951-53389-121,4f04f27fa5f2348e1ea0cba2d254a22e5a63f15524889d8248716789ae2afe20
ターゲット群 (星形成銀河),spec-1952-53378-110,22a68ca731c4f983274aec111196289fe291bc505434f5836798d57664615bce
ターゲット群 (星形成銀河),spec-2005-53472-153,873ccad320dcedc222df9253dc45b978171a8090633065505b7108da1c88ec35
ターゲット群 (星形成銀河),spec-2005-53472-520,3d6ad090d90962a1220044bc5dff4e4e4b9e4996d4e9738a193af33f9da8ad43
ターゲット群 (星形成銀河),spec-2238-54205-194,0cdd8a4d52332f8002ab9953de65d6c8570b754c051e5fc44ecf683cff02b515
ターゲット群 (星形成銀河),spec-2243-53794-409,63fd8a7f760039646a7373153505dc4c97ffcb07b5de6e8825cbaf4dd6908593
ターゲット群 (星形成銀河),spec-2292-53713-473,9012c4de4f6914e1c09a8104ef6be3c30410a56c8913b63d93947dba86a9fd58
ターゲット群 (星形成銀河),spec-2353-53794-53,5aade6742bb817aed9b5dee2206b708193a075a9157e1b6a54a6df7b4b36f935
ターゲット群 (星形成銀河),spec-2353-53794-362,a30b87811d5eadaf8484489a760a7e7910ba3974ac9c19c101b5ae803f652e31
ターゲット群 (星形成銀河),spec-2357-53793-45,f933340bbbbd03e531de930f0f1a468bdfc4a89a8ed12c95536d000fca57ba48
ターゲット群 (星形成銀河),spec-2432-54052-327,5ad6d3e46f73abbb53aa03375bf8d9609ffe2759f9989a1b56348a88ffdbcbf0
ターゲット群 (星形成銀河),spec-2432-54052-362,46dd6bfaedce67000743b9cb9548287c8e3959a1f025e966b5b79df0968f5110
ターゲット群 (星形成銀河),spec-2432-54052-373,1351459e78940f21a686950f4e84d3158a5363be09086a8558c3b963a398fbe3
ターゲット群 (星形成銀河),spec-2435-53828-357,38d7e1b6af68acb1be277bd939fa437435d73354fa1f1914140a3f2dd8e626f9
ターゲット群 (星形成銀河),spec-2492-54178-549,071a7870c00d848f3f5b206e8b97807d6a35d9d2d962fd00752b91f02baf57ee
ターゲット群 (星形成銀河),spec-2515-54180-333,2ddeb360fa9103d497ed2635a4858c963e567a039ff26a82ae47877765545ef2
ターゲット群 (星形成銀河),spec-2592-54178-66,b36036f85eef56bd13f7e3a5282b333790335ee731548cf49ec59090d14d65aa
ターゲット群 (星形成銀河),spec-2593-54175-66,ba17684c7f676d7aa4d1d06a6bccd2754ba15cda0ebce622ca9489c38eb25907
ターゲット群 (星形成銀河),spec-2596-54207-512,a60c04bdd7afe90e35f0e26aae0bc90ec808815667d9850d256d5fed81503b84
ターゲット群 (星形成銀河),spec-2778-54539-493,02577655769d82f3e27cdbae0f97ebce52307c2bf745f019e73c19878042013c
ターゲット群 (星形成銀河),spec-2792-54556-157,acf9193b4f30139b12170e7b8dcdfa5affc7dd7fd611b76c7e5f70f4a28d0f0f
ターゲット群 (星形成銀河),spec-3962-55660-430,17beb0a86b6ca5f80e87c2081d658ca78f019a7ac9861b0958e2450a232f5cea
ターゲット群 (星形成銀河),spec-4697-55660-942,4537f9a8c89f4580d97f513d0d7c647ce98801006a8efe4c5d9094952394281f
ターゲット群 (星形成銀河),spec-5452-55957-523,02110e212b1e6a27e1d0b9f6335258d797d779686b01f7eb7b798ff2fcf35365
ターゲット群 (星形成銀河),spec-6320-56453-148,540b95e1d8c1bbc94c705516561b39e2e3d8a6432130cc9c8f64f0d54a0d0dde
ターゲット群 (星形成銀河),spec-6418-56354-730,9549bbc64478f0584eaf62a14bee7d99bd9a8e56c566fe6fd50cc9c937b162d5
ターゲット群 (星形成銀河),spec-6432-56309-418,0d719a8917d2892dca505750d9cbf1d61685285c106dd9ab3cccc0ca07146071
ターゲット群 (星形成銀河),spec-6972-56426-28,37f746eaf6f8a34389a44b3204b051688674739e4cf6b40540ea6949abc43806
ターゲット群 (星形成銀河),spec-268-51633-112,67df1c2277b7ed7669eab3340711d81a442d3a58cf79cc7ff56aa7919a70ccff
ターゲット群 (星形成銀河),spec-269-51910-497,6b952ffefcd3d6181f9008f570a50ef4d51d5a25e3bfab9332249a4c8175bf0c
ターゲット群 (星形成銀河),spec-271-51883-504,29ab860056d3a80103b765c6b4aafd85b415bec442d1856e20cf172b78f0dc1d
ターゲット群 (星形成銀河),spec-282-51658-49,ce69d8c11e2f849071fac48653a8c3b035183c55ec4de90b2ce4a5c6e26e4112
ターゲット群 (星形成銀河),spec-285-51930-516,b8ab9117e8b21c62225b4039784cce371f7067dc330cec51b6012bf257b242a4
ターゲット群 (星形成銀河),spec-287-52023-502,b98d06c4b7c00aad248db7d9ac91bc066db1f866687e1649367e0a98be80bf47
ターゲット群 (星形成銀河),spec-331-52368-397,1dfc0cf98bc8ee4e04ce9e8d724e0a8d89db625651255f64ab93ce1614dbb74f
ターゲット群 (星形成銀河),spec-333-52313-586,52a474e434d54bdbd37cb5101691b53ede23fdb314d17673f6bb5cde8812519d
ターゲット群 (星形成銀河),spec-462-51909-458,b760dc9e8fc4a06af43faa6dd624411c7bcdd8222fc1c7af182c973ee0154819
ターゲット群 (星形成銀河),spec-481-51908-516,d665c858cbc62f7bc743ced8533f657454c97541b7366fe27c7fbb53e9369ca9
ターゲット群 (星形成銀河),spec-505-52317-333,a635885549d2fe781b50f88e6bf65b1a0da9b35ee3fd38bc471b09027a966e1b
ターゲット群 (星形成銀河),spec-516-52017-543,bec879616756c58d7eb0c4802238ea4ed632d53383c5d5a260475fe94947e95e
ターゲット群 (星形成銀河),spec-519-52283-413,0e48d09b9059cf3b395b8f2399cf1b6e47be31c0f668d6fe170182e0c8e2a71c
ターゲット群 (星形成銀河),spec-491-51942-252,ec46cd99e687a9ecdb6e0663a141bd849b2079325ee76d040981db729cd231c8
ターゲット群 (星形成銀河),spec-581-52356-506,477febbdd365bede7467d1ef8a9a10f89f32d273a24c578093ac4132276fdee2
ターゲット群 (星形成銀河),spec-589-52055-428,f8883b4afdb1a3a581fb1302972670b1c9c1d1ba9dbf0cddaac12bc9d5c875d0
ターゲット群 (星形成銀河),spec-624-52377-348,c707dc08122be4d18acfd29ef93b3a6a3e224ff8e1c8f9ac25f96c61528be71b
ターゲット群 (星形成銀河),spec-653-52145-433,aaa49bb2151ea99e4cf00d61c5d0634852d23f68e50c8c69a65c292d15cf46c2
ターゲット群 (星形成銀河),spec-747-52234-291,3e479023798f42a1e03774468f1acda3597b0cc2c336b65b22e0314edae58218
ターゲット群 (星形成銀河),spec-835-52326-479,d33f02c3e4e0671ce3561d21da652ffe3dbf870cd4b5b4e65bc33dbd8c3f818a
ターゲット群 (星形成銀河),spec-1003-52641-638,e3497e856cbe10dca0dbb9d6bada882cdd96f102b5f4663e50b1db87a9cf8981
ターゲット群 (星形成銀河),spec-1052-52466-506,d0a176eca4bf91b264cf73589a98dd165a9827d19786ce6356e6dd2db4137661
ターゲット群 (星形成銀河),spec-1053-52468-610,246be3c7eea3ef80a5e31d8e85ce9c12735470842d354ae9212995d24295f79a
ターゲット群 (星形成銀河),spec-1065-52586-110,244da20bfe4067632b0d02608cb5f2914bff09701d5c92422bccc553e7fb18eb
ターゲット群 (星形成銀河),spec-1197-52668-211,9439a527068cf767e61a78ea471dc908e31fd80c60ffa7d1bec1310635ee4585
ターゲット群 (星形成銀河),spec-1206-52670-81,5f65e320fa08cc45a0aa6b61630281ffaa4b77a6333b0832d922b7db10ce20e2
ターゲット群 (星形成銀河),spec-1221-52751-359,2447cae1e40aa355ce865a3874c8bd828035a6842cb994e351c865ec5ca0d2f0
ターゲット群 (星形成銀河),spec-1223-52781-178,8e8b9c5cbd36452c31326e44328d99c320552ad15d260a9617322930f7c60825
ターゲット群 (星形成銀河),spec-1223-52781-187,661a300eb369f0f3a4c14dc890a1750afd6f65ae37f74b2fc55f6b66adf221b0
ターゲット群 (星形成銀河),spec-990-52465-84,4e6c2e062a44dfe1f632cfb9908a0d6bcbb4b5ef68d69bfad189d47ef09a07f9
ターゲット群 (星形成銀河),spec-973-52426-121,0b736fd3a0b35b8d3d3d5f209045896fffc1c6099e8e7cff5c0916996e085981
ターゲット群 (星形成銀河),spec-966-52642-583,da390cd479cf3933641f15d97826ca33784a0d442e33da69501173eb4c7c32e8
ターゲット群 (星形成銀河),spec-946-52407-594,6fe584c9e46bb9ef4ad204a584aeeff9079d5c3844da446abd861a95d6c48d88
ターゲット群 (星形成銀河),spec-902-52409-398,803bf0e795a91658e88d8381b9c4b22e19f7908332f7afc025d2e0b5bd7ec453
ターゲット群 (星形成銀河),spec-778-54525-194,c4597bf2db25cd3252341fbe0e9b867a663a1ae472cb474f188cbe7ce03bb343
ターゲット群 (星形成銀河),spec-777-52320-103,e5596292e6417c3c0dc82a6b6d1c8e371ab38baee876361c87e8250892310fea
ターゲット群 (星形成銀河),spec-725-52258-548,b7d3b50d051f7d73fff961cd18610c37bac52e52c4a14d07c613887a513220b1
ターゲット群 (星形成銀河),spec-613-52345-508,bbe3c3011a2a431d50f86076edeac0200495be775bbbeca42cbd4c552b840478
ターゲット群 (星形成銀河),spec-596-52370-607,f0c90846c1fa1cccd9464c5d8a8e1c5075130a534eefae223acbcb5a4c5abb5c
ターゲット群 (星形成銀河),spec-1265-52705-438,e002a95640b3a6616706619bfb53b3d08e0eabb3d565000bdde8bbfb21e76a22
ターゲット群 (星形成銀河),spec-1315-52791-532,070f18d48d8b73e3c728cb481c9cf02bfcf29b826eef1f21c7a3714256716ade
ターゲット群 (星形成銀河),spec-1319-52791-33,ba55854788b1d73d0b01dc84d8b0aa57bf30732b845bf514769f6584a031d7d2
ターゲット群 (星形成銀河),spec-1379-53084-622,73faef9757d088dd28b131b3edb2d28b4c7ed4cf3a9c606d6faace3c5228bf46
ターゲット群 (星形成銀河),spec-1427-52996-392,85be72fa6995414465b6bd55315f0c3376e55bc2034097092028aeb17c11bde0
ターゲット群 (星形成銀河),spec-1436-53054-24,9514e7f294a9fe3456c470b0e55da1a7762f06c3460d8768fae725593de4a231
ターゲット群 (星形成銀河),spec-1594-52992-425,12112c24e404e806f3cf338cdb1265e6677e45d853171ef0b007a49e096704c7
ターゲット群 (星形成銀河),spec-1607-53083-434,4110de57d9fa309a79137b1dfee7416335abcdf98a6663b8bff00f42b06dcea2
ターゲット群 (星形成銀河),spec-1622-53385-283,821f7f40f4af5394662f18cd60dc38be98440bb5ab0e1cdb13c5e3730cdebb8d
ターゲット群 (星形成銀河),spec-1666-52991-217,b3e464684dc32fe603dd193008d823a56bd44fa32f318ffeef34ab3dfbef7df5
ターゲット群 (星形成銀河),spec-1679-53149-531,2112157893e59a7058e29ea2a2b50b477d2548d3530ba588cf50b75599edc655
ターゲット群 (星形成銀河),spec-1751-53377-403,359215d8425f671ffcf3833f534b44db04910a594a6ca7bd97d1b04dd2edbb25
ターゲット群 (星形成銀河),spec-1809-53792-333,b50518b5f432245d14b8b056caa173f1a9a1a2a981c994928d9304ebd6cc88d1
ターゲット群 (星形成銀河),spec-1953-53358-162,b95abbca1cf4b44a58512d72fe4bce42ee0d151af513cfcec925a8cf33c6ea9c
ターゲット群 (星形成銀河),spec-1974-53430-511,e82246ef68199a6761dc962007fc7190033b925a0d9698c92fd8b32cf286eea5
ターゲット群 (星形成銀河),spec-1976-53401-290,205f8b4428cf46948d6413c969a906d0e93b74c8111ea5f4705b5436a1e1708f
ターゲット群 (星形成銀河),spec-2027-53433-562,02938f154c5adc871d3c4902f2b37728fc570cac3828050264936dd974a4260b
ターゲット群 (星形成銀河),spec-2103-53467-250,363eef88fc7a6e514d6f051098d946a849254e0ce66399c622155694e150e4d0
ターゲット群 (星形成銀河),spec-2511-53882-240,82a424d087767b648f8c06653519c83f3806332446b3353465197db7ad1c7a4e
ターゲット群 (星形成銀河),spec-2513-54141-206,0e2b253eb2ff3e867ecec73469f135780e81ca46c50206b814217008f7d13ef0
ターゲット群 (星形成銀河),spec-2514-53882-477,bb91397cc064395766872dd53e35402d5a09198f9309cd8c521a2149c270e948
ターゲット群 (星形成銀河),spec-2587-54138-105,4b05242a59851257d34fb7aba12c71781da727adc1910d608cad98a037b4a0d1
ターゲット群 (星形成銀河),spec-2594-54177-15,eeb58b21d0ea36f1baba780a090bdbca995d59090d16b1abe114c98a55a19991
ターゲット群 (星形成銀河),spec-2601-54144-6,803c8fa61da00ee1f4b6f9808c52ce09aba9455e767775f7a097341df1eb01a9
ターゲット群 (星形成銀河),spec-2601-54144-542,f3e45d5bf87c17d0234439eb44514d5b1e83b9d4017a1d9736a71beb8edbffe4
ターゲット群 (星形成銀河),spec-2607-54184-264,f906b85c5d6e9099076c4f0542fd81722f30e235b63a3274043aecc7ad4fb55b
ターゲット群 (星形成銀河),spec-2643-54208-118,44fe8be4d674831d2e99b717a933c397e5e9d0feec5d14f8ec526a2d13c3240d
ターゲット群 (星形成銀河),spec-2644-54210-450,14e164153dc711104d6b9bbd46c921ed4c1e4f40a25d95056c9519e006ce6183
ターゲット群 (星形成銀河),spec-2655-54184-305,cc236dc2be5f32e71c3d3c9ecacc7c2a559ae148277cb7dcef1445d3d62b4c4b
ターゲット群 (星形成銀河),spec-2649-54212-559,f0ce1a031c3c1691cc8c849cbec53ef13b29df543dacf137d123ac74682475c1
ターゲット群 (星形成銀河),spec-2645-54477-160,83853b9d5fc02deaf679ffd6d75335a5871bd737f42464546edc0b8627a2d2e5
ターゲット群 (星形成銀河),spec-2613-54481-586,4e9691136d269bfe62769163084013ced15f45a233e68d8c6eeaf5993966037e
ターゲット群 (星形成銀河),spec-2662-54505-565,3f9642e0a403c9e1438c0735616219be258dc7df47ca9e0974d8c891f3d5b546
ターゲット群 (星形成銀河),spec-2742-54233-224,26d5bc94c07c15ea59e2439824d015003f16d45dfd3d2a02a85be095f11f69d9
ターゲット群 (星形成銀河),spec-2751-54243-19,7e3dd03a4b5dd638d5a9065347e665329b488605f1d17e7f41601af5fd72213f
ターゲット群 (星形成銀河),spec-2756-54508-94,af854f46aea969d7a3d34e73bdf22d9cde0766579aaa86e3000dcf0021d032d1
ターゲット群 (星形成銀河),spec-2756-54508-248,da150458e0e87edf49191da1f812f04a57362cf4631350c77ae30bcd1b781b95
ターゲット群 (星形成銀河),spec-2757-54509-320,60ed80730f1c59b19280c86e508908c94cee7edd03ff602a0dcd37416d6d0c51
ターゲット群 (星形成銀河),spec-2885-54497-533,7fc268a6db6162839b5dd1dc8c67588c3facf697420de1a774f9b0036fea4fe4
ターゲット群 (星形成銀河),spec-2962-54774-493,70be9fc255946a0688537989138c3db3b2f2a75e0006f07fb8f492f970841d1f
ターゲット群 (星形成銀河),spec-3241-54884-384,9e8e78321d3b6f0d91a1e87189e782d76e10378f48241f87d5781cf3235e7b86
ターゲット群 (星形成銀河),spec-4458-55536-234,5424fd68f828fed58e4ca4785f45e26bd09cd14e0f683e35a09da1edee75aa0e
ターゲット群 (星形成銀河),spec-4483-55587-574,86e9586fd822ea505082fd26b7ca74b18022190a6902b7dacd772238c58bf260
ターゲット群 (星形成銀河),spec-4483-55587-587,31c5144ccfb48ce829b43c3ff78daf23d1e8183bd6758e7e912211a699f1a57b
ターゲット群 (星形成銀河),spec-4644-55922-436,3cfd5134becea59ed1f30fcc9b0bf3b5a48c2d34e21cf60d87a0ce3e5dc93cae
ターゲット群 (星形成銀河),spec-4971-55747-706,46335fa09cedb104956f8b017dc1f592c0ace4f814610c89849c287cbc46e554
ターゲット群 (星形成銀河),spec-5350-56009-974,7bbdb5f918b34d961957126f376ffe0d35b419ebfb3cb860f434f9bff5690b44
